Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,LoanAmountToIncomeRatio,LoanAmount_Log,TotalIncome_Log,IncomePerDependent,EMI,EMIToIncomeRatio
LP001935,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,Y,True,False,False,9508.0,0.019667648296171646,5.236441962829949,9.159993997539445,9508.0,15.583333333333334,0.0016389706913476371
LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,Y,True,False,False,5491.0,0.025314150427973046,4.941642422609304,8.61104776688786,5491.0,11.583333333333334,0.002109512535664421
LP001938,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,N,False,True,False,4400.0,0.028863636363636362,4.852030263919617,8.38958706681109,1466.6666666666667,10.583333333333334,0.0024053030303030306
LP001940,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,Y,False,False,True,4713.0,0.028431996605134735,4.90527477843843,8.458292083496076,1571.0,11.166666666666666,0.0023693330504278944
LP001945,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,N,False,False,True,5417.0,0.026398375484585564,4.969813299576001,8.59748202264504,5417.0,8.9375,0.0016498984677865978
LP001947,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,Y,False,True,False,5717.0,0.03008570928808816,5.153291594497779,8.651374372882257,5717.0,14.333333333333334,0.0025071424406740133
LP001949,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,Y,False,False,True,5666.0,0.01941404871161313,4.709530201312334,8.64241515616962,1416.5,9.166666666666666,0.0016178373926344276
LP001953,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,Y,False,True,False,6875.0,0.02909090909090909,5.303304908059076,8.83579236650274,3437.5,16.666666666666668,0.0024242424242424242
LP001954,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,Y,False,False,True,4666.0,0.028932704672096014,4.912654885736052,8.448271745949816,2333.0,11.25,0.0024110587226746677
LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,N,True,False,False,7541.0,0.020023869513327144,5.0238805208462765,8.928242677818302,7541.0,9.4375,0.0012514918445829465
LP001963,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,N,False,False,True,4939.0,0.02287912532901397,4.736198448394496,8.505120610181969,2469.5,9.416666666666666,0.0019065937774178307
LP001964,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,N,False,False,True,4734.0,0.01964512040557668,4.543294782270004,8.462737005620179,4734.0,7.75,0.00163709336713139
LP001972,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,Y,False,True,False,4625.0,0.022702702702702703,4.663439094112067,8.439447842791385,4625.0,8.75,0.0018918918918918919
LP001974,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,Y,True,False,False,5000.0,0.0264,4.890349128221754,8.517393171418904,5000.0,11.0,0.0022
LP001977,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,Y,False,False,True,3428.0,0.028004667444574097,4.574710978503383,8.14002395246292,1714.0,8.0,0.002333722287047841
LP001978,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,Y,True,False,False,6500.0,0.021538461538461538,4.948759890378168,8.77971129020447,6500.0,11.666666666666666,0.0017948717948717949
LP001990,1,0,0,1,0,2000,0.0,128.0,360.0,1.0,N,False,False,True,2000.0,0.064,4.859812404361672,7.601402334583733,2000.0,10.666666666666666,0.005333333333333333
LP001993,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,Y,True,False,False,5428.0,0.024871039056742816,4.912654885736052,8.599510233905452,5428.0,11.25,0.0020725865880619012
LP001994,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,N,False,False,True,4263.0,0.02439596528266479,4.653960350157523,8.357962965845681,4263.0,8.666666666666666,0.002032997106888732
LP001996,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,N,True,False,False,20233.0,0.02372361982899224,6.175867270105761,9.915119636765835,20233.0,40.0,0.001976968319082687
LP001998,1,1,2,1,0,7667,0.0,185.0,360.0,1.0,Y,True,False,False,7667.0,0.024129385678883526,5.225746673713202,8.944811104165534,2555.6666666666665,15.416666666666666,0.0020107821399069606
LP002002,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,Y,False,True,False,2917.0,0.028796708947548853,4.442651256490317,7.978653729082731,2917.0,7.0,0.0023997257456290708
LP002004,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,Y,False,True,False,5332.0,0.020817704426106528,4.718498871295094,8.581669210600602,5332.0,9.25,0.0017348087021755438
LP002006,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,Y,True,False,False,2507.0,0.022337455125648185,4.04305126783455,7.827240901752812,2507.0,4.666666666666667,0.0018614545938040155
LP002008,1,1,2,0,1,5746,0.0,144.0,84.0,1.0,Y,True,False,False,5746.0,0.025060911938739994,4.976733742420574,8.656433258507741,1915.3333333333333,51.42857142857143,0.00895032569240714
LP002024,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,N,True,False,False,4316.0,0.036839666357738644,5.075173815233827,8.370315995555478,4316.0,13.25,0.0030699721964782207
LP002031,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,Y,False,False,True,5039.0,0.022028180194483032,4.718498871295094,8.525161361065415,2519.5,18.5,0.003671363365747172
LP002035,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,Y,False,True,False,3717.0,0.03228410008071025,4.795790545596741,8.220941168281389,1239.0,10.0,0.0026903416733925207
LP002036,1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,Y,False,False,True,4192.0,0.02099236641221374,4.48863636973214,8.341171747170762,4192.0,7.333333333333333,0.0017493638676844784
LP002043,0,0,1,0,0,3541,0.0,112.0,360.0,1.0,Y,False,True,False,3541.0,0.031629483196837054,4.727387818712341,8.17244681834278,1770.5,9.333333333333334,0.002635790266403088
LP002050,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,N,True,False,False,10000.0,0.0155,5.049856007249537,9.210440366976517,5000.0,12.916666666666666,0.0012916666666666667
LP002051,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,Y,False,True,False,4567.0,0.025180643748631486,4.7535901911063645,8.426830751335846,4567.0,9.583333333333334,0.002098386979052624
LP002053,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,Y,False,True,False,4531.0,0.027367027146325315,4.8283137373023015,8.418918622147897,1132.75,10.333333333333334,0.0022805855955271097
LP002054,1,1,2,1,0,3601,1590.0,128.0,360.0,1.0,Y,True,False,False,5191.0,0.024658062030437296,4.859812404361672,8.554874258383926,1730.3333333333333,10.666666666666666,0.002054838502536441
LP002055,0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,Y,True,False,False,6151.0,0.021459925215412127,4.890349128221754,8.72453251118548,6151.0,11.0,0.001788327101284344
LP002065,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,Y,True,False,False,15000.0,0.02,5.707110264748875,9.61587214452889,3750.0,25.0,0.0016666666666666668
LP002067,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,N,True,False,False,13649.0,0.027547805700051286,5.932245187448011,9.521494800613105,6824.5,31.333333333333332,0.0022956504750042735
LP002068,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,Y,True,False,False,4917.0,0.026438885499288182,4.875197323201151,8.500657222776137,4917.0,10.833333333333334,0.0022032404582740155
LP002082,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,Y,False,True,False,7978.0,0.023063424417147156,5.220355825078324,8.984568369308281,7978.0,15.333333333333334,0.001921952034762263
LP002086,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,N,False,False,True,6784.0,0.016214622641509434,4.709530201312334,8.82246957226897,6784.0,9.166666666666666,0.0013512185534591194
LP002087,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,Y,False,False,True,2500.0,0.0268,4.219507705176107,7.824445930877619,2500.0,5.583333333333333,0.0022333333333333333
LP002097,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,Y,False,False,True,6177.0,0.01894123360854784,4.770684624465665,8.728749873478527,3088.5,9.75,0.0015784361340456532
LP002098,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,Y,False,True,False,2935.0,0.03339011925042589,4.59511985013459,7.984803389734406,2935.0,8.166666666666666,0.002782509937535491
LP002100,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,Y,False,False,True,2833.0,0.025061771973173313,4.276666119016055,7.949444420250626,2833.0,5.916666666666667,0.002088480997764443
LP002101,1,1,0,0,0,63337,0.0,490.0,180.0,1.0,Y,False,False,True,63337.0,0.007736394208756335,6.19644412779452,11.056240743970491,63337.0,81.66666666666667,0.0012893990347927226
LP002103,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,Y,False,False,True,11666.0,0.015600891479513115,5.209486152841421,9.364519622823858,5833.0,30.333333333333332,0.0026001485799188526
LP002106,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,Y,False,True,False,9993.0,0.007004903432402682,4.2626798770413155,9.20974019190415,9993.0,5.833333333333333,0.0005837419527002234
LP002110,1,1,1,0,0,5250,688.0,160.0,360.0,1.0,Y,True,False,False,5938.0,0.02694509936005389,5.081404364984463,8.68929604801586,2969.0,13.333333333333334,0.0022454249466711575
LP002112,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,Y,True,False,False,7100.0,0.024788732394366197,5.176149732573829,8.867990898182093,2366.6666666666665,14.666666666666666,0.0020657276995305163
LP002113,0,0,3,1,0,1830,0.0,128.0,360.0,0.0,N,False,False,True,1830.0,0.06994535519125683,4.859812404361672,7.5126175446745105,457.5,10.666666666666666,0.0058287795992714025
LP002114,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,Y,False,True,False,4160.0,0.01706730769230769,4.276666119016055,8.333510708982942,4160.0,5.916666666666667,0.0014222756410256412
LP002115,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,N,True,False,False,4234.0,0.040859707132735006,5.159055299214529,8.351138607086154,1058.5,14.416666666666666,0.0034049755943945832
LP002116,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,N,True,False,False,2378.0,0.01934398654331371,3.8501476017100584,7.774435510302958,2378.0,3.8333333333333335,0.0016119988786094759
LP002119,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,Y,False,False,True,5783.0,0.027321459450112398,5.0689042022202315,8.6628507638386,2891.5,13.166666666666666,0.002276788287509366
LP002126,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,Y,False,True,False,3173.0,0.023321777497636306,4.31748811353631,8.062747901086354,793.25,6.166666666666667,0.0019434814581363589
LP002128,1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,Y,True,False,False,4913.0,0.0254427030327702,4.836281906951478,8.499843553081124,1637.6666666666667,10.416666666666666,0.00212022525273085
LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,Y,False,True,False,4957.0,0.03227758725035303,5.081404364984463,8.508757712595136,4957.0,13.333333333333334,0.0026897989375294197
LP002130,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,N,True,False,False,6753.0,0.02250851473419221,5.030437921392435,8.817890200945513,6753.0,12.666666666666666,0.0018757095611826842
LP002131,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,Y,False,False,True,5251.0,0.023995429442011044,4.844187086458591,8.566364235422688,1750.3333333333333,10.5,0.001999619120167587
LP002137,1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,Y,False,True,False,10916.0,0.02372663979479663,5.560681631015528,9.29807648628027,10916.0,21.583333333333332,0.0019772199828997188
LP002138,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,Y,True,False,False,8875.0,0.021070422535211266,5.236441962829949,9.091106284052485,8875.0,15.583333333333334,0.001755868544600939
LP002139,1,1,0,0,0,9083,0.0,228.0,360.0,1.0,Y,False,True,False,9083.0,0.025101838599581636,5.43372200355424,9.114269903225448,9083.0,19.0,0.0020918198832984695
LP002140,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,N,True,False,False,12917.0,0.023844545947201364,5.733341276897746,9.466376966592419,12917.0,25.666666666666668,0.0019870454956001137
LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,Y,True,False,False,4749.0,0.02000421141292904,4.564348191467836,8.465899897028686,1187.25,7.916666666666667,0.0016670176177440866
LP002142,0,1,0,0,1,5500,0.0,105.0,360.0,0.0,N,True,False,False,5500.0,0.019090909090909092,4.663439094112067,8.612685172875459,5500.0,8.75,0.001590909090909091
LP002143,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,Y,False,True,False,2928.0,0.04439890710382514,4.875197323201151,7.982416346827733,2928.0,10.833333333333334,0.0036999089253187617
LP002144,0,0,0,0,0,3813,0.0,116.0,180.0,1.0,Y,False,False,True,3813.0,0.03042223970626803,4.762173934797756,8.246433786160365,3813.0,19.333333333333332,0.005070373284378005
LP002149,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,Y,True,False,False,11500.0,0.014347826086956521,5.111987788356544,9.350189267092581,3833.3333333333335,13.75,0.0011956521739130434
LP002151,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,N,False,False,True,3875.0,0.01729032258064516,4.219507705176107,8.262558973010657,1937.5,5.583333333333333,0.0014408602150537634
LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,N,False,False,True,4666.0,0.021431633090441493,4.61512051684126,8.448271745949816,4666.0,6.25,0.0013394770681525933
LP002160,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,Y,False,True,False,8334.0,0.023998080153587713,5.303304908059076,9.028218795184895,2083.5,16.666666666666668,0.0019998400127989764
LP002161,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,N,False,True,False,4723.0,0.017150116451408005,4.406719247264253,8.460411177317253,2361.5,6.75,0.001429176370950667
LP002170,1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,Y,False,True,False,8667.0,0.027229721933771777,5.4680601411351315,9.067393362656249,2889.0,19.666666666666668,0.0022691434944809817
LP002175,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,Y,False,False,True,7083.0,0.01835380488493576,4.875197323201151,8.865593998902725,7083.0,10.833333333333334,0.0015294837404113135
LP002178,1,1,0,0,0,3013,3033.0,95.0,300.0,1.0,Y,False,False,True,6046.0,0.0157128680119087,4.564348191467836,8.707317560273212,6046.0,9.5,0.00157128680119087
LP002180,1,0,0,0,1,6822,0.0,141.0,360.0,1.0,Y,True,False,False,6822.0,0.020668425681618294,4.955827057601261,8.828054536815424,6822.0,11.75,0.0017223688068015244
LP002181,1,0,0,1,0,6216,0.0,133.0,360.0,1.0,N,True,False,False,6216.0,0.021396396396396396,4.897839799950911,8.735042754269337,6216.0,11.083333333333334,0.0017830330330330332
LP002187,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,N,False,True,False,2500.0,0.0384,4.574710978503383,7.824445930877619,2500.0,6.0,0.0024
LP002188,1,0,0,0,0,5124,0.0,124.0,360.0,0.0,N,True,False,False,5124.0,0.02419984387197502,4.8283137373023015,8.54188580400661,5124.0,10.333333333333334,0.0020166536559979185
LP002190,1,1,1,0,0,6325,0.0,175.0,360.0,1.0,Y,False,True,False,6325.0,0.02766798418972332,5.170483995038151,8.752423403865594,3162.5,14.583333333333334,0.00230566534914361
LP002191,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,N,True,False,False,24996.0,0.022803648583773404,6.3473892096560105,10.126511096649761,24996.0,47.5,0.0019003040486477837
LP002194,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,Y,False,True,False,15759.0,0.0034900691668253063,4.02535169073515,9.66523036341187,15759.0,4.583333333333333,0.0002908390972354422
LP002197,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,Y,False,True,False,5185.0,0.029893924783027964,5.049856007249537,8.55371796609861,1728.3333333333333,12.916666666666666,0.0024911603985856637
LP002201,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,Y,True,False,False,17196.0,0.02209816236334031,5.942799375126701,9.752490228984199,5732.0,38.0,0.002209816236334031
LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,N,False,False,True,5049.0,0.021984551396316103,4.718498871295094,8.527143522269405,2524.5,18.5,0.003664091899386017
LP002209,0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,Y,False,False,True,4223.0,0.02604783329386692,4.709530201312334,8.348537825386098,4223.0,9.166666666666666,0.00217065277448891
LP002211,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,Y,False,False,True,5740.0,0.020905923344947737,4.795790545596741,8.655388690167637,5740.0,20.0,0.003484320557491289
LP002219,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,Y,True,False,False,13746.0,0.009457296668121635,4.875197323201151,9.52857589747142,3436.5,10.833333333333334,0.0007881080556768029
LP002223,1,1,0,0,0,4310,0.0,130.0,360.0,1.0,Y,False,True,False,4310.0,0.030162412993039442,4.875197323201151,8.368925174747135,4310.0,10.833333333333334,0.0025135344160866204
LP002224,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,N,False,False,True,3069.0,0.023134571521668295,4.276666119016055,8.029432840581244,3069.0,4.4375,0.0014459107201042684
LP002225,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,Y,False,False,True,5391.0,0.024114264514932295,4.875197323201151,8.592671652592143,1797.0,10.833333333333334,0.0020095220429110247
LP002226,1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,Y,False,True,False,5833.0,0.021944111092062405,4.859812404361672,8.671458150427666,5833.0,10.666666666666666,0.0018286759243385335
LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,Y,False,True,False,10173.0,0.029096628329892852,5.6937321388027,9.22759072538271,10173.0,24.666666666666668,0.002424719027491071
LP002231,0,0,0,0,0,6000,0.0,156.0,360.0,1.0,Y,False,False,True,6000.0,0.026,5.056245805348308,8.699681400989514,6000.0,13.0,0.0021666666666666666
LP002234,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,Y,False,False,True,7167.0,0.017859634435607646,4.859812404361672,8.877381954654766,7167.0,10.666666666666666,0.0014883028696339705
LP002236,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,N,False,False,True,4566.0,0.021901007446342532,4.61512051684126,8.426611813185,1522.0,8.333333333333334,0.0018250839538618779
LP002237,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,Y,False,False,True,3667.0,0.030815380419961822,4.736198448394496,8.207401833376355,1833.5,18.833333333333332,0.005135896736660303
LP002239,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,Y,False,True,False,3946.0,0.03345159655347187,4.890349128221754,8.280711075662847,3946.0,11.0,0.002787633046122656
LP002243,1,1,0,1,0,3010,3136.0,128.0,360.0,0.0,N,False,False,True,6146.0,0.02082655385616661,4.859812404361672,8.72371943690701,6146.0,10.666666666666666,0.0017355461546805508
LP002244,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,Y,False,False,True,4750.0,0.02863157894736842,4.919980925828125,8.46611040118692,4750.0,11.333333333333334,0.002385964912280702
LP002250,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,Y,True,False,False,5488.0,0.022776967930029153,4.836281906951478,8.610501368549889,5488.0,10.416666666666666,0.0018980806608357628
LP002255,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,Y,True,False,False,9167.0,0.020181084324206393,5.225746673713202,9.12347443895452,2291.75,15.416666666666666,0.0016817570270171993
LP002262,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,Y,True,False,False,9504.0,0.028935185185185185,5.62040086571715,9.15957325492253,2376.0,22.916666666666668,0.0024112654320987657
LP002263,1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,Y,False,False,True,4698.0,0.02554278416347382,4.795790545596741,8.455104999102815,4698.0,10.0,0.0021285653469561515
LP002265,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,Y,False,True,False,3618.0,0.03123272526257601,4.736198448394496,8.193953023563742,1206.0,18.833333333333332,0.0052054542104293345
LP002266,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,Y,False,False,True,4500.0,0.025111111111111112,4.736198448394496,8.412054873292933,1500.0,9.416666666666666,0.0020925925925925925
LP002272,1,1,2,0,0,3276,484.0,135.0,360.0,1.0,Y,False,True,False,3760.0,0.03590425531914894,4.912654885736052,8.232440158470336,1253.3333333333333,11.25,0.0029920212765957447
LP002277,0,0,0,0,0,3180,0.0,71.0,360.0,0.0,N,False,False,True,3180.0,0.02232704402515723,4.276666119016055,8.064950891749143,3180.0,5.916666666666667,0.0018605870020964362
LP002281,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,Y,False,False,True,4492.0,0.021148708815672306,4.564348191467836,8.41027590907016,4492.0,7.916666666666667,0.0017623924013060255
LP002284,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,Y,True,False,False,5568.0,0.019576149425287355,4.700480365792417,8.624970783589669,5568.0,9.083333333333334,0.0016313457854406131
LP002287,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,N,False,True,False,3300.0,0.031212121212121212,4.6443908991413725,8.101980731853192,3300.0,8.583333333333334,0.0026010101010101013
LP002288,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,N,False,False,True,2889.0,0.01557632398753894,3.828641396489095,7.969011781106478,963.0,7.5,0.002596053997923157
LP002296,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,N,True,False,False,2755.0,0.023593466424682397,4.189654742026425,7.9215356321335495,2755.0,6.5,0.0023593466424682396
LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,Y,False,True,False,22500.0,0.004577777777777778,4.6443908991413725,10.021315031649332,22500.0,8.583333333333334,0.0003814814814814815
LP002300,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,Y,False,True,False,1963.0,0.026999490575649515,3.9889840465642745,7.582738488914411,1963.0,4.416666666666667,0.0022499575479707932
LP002301,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,N,True,False,False,7441.0,0.026071764547775836,5.272999558563747,8.914894908906568,7441.0,16.166666666666668,0.0021726470456479865
LP002305,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,Y,False,True,False,4547.0,0.025291400923685946,4.7535901911063645,8.422442854870427,4547.0,9.583333333333334,0.0021076167436404956
LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,Y,False,False,True,4567.0,0.025180643748631486,4.7535901911063645,8.426830751335846,4567.0,9.583333333333334,0.002098386979052624
LP002314,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,Y,True,False,False,2213.0,0.0298237686398554,4.204692619390966,7.7025561132685825,2213.0,5.5,0.0024853140533212833
LP002315,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,N,False,True,False,8300.0,0.018313253012048194,5.030437921392435,9.024131268455035,4150.0,15.2,0.0018313253012048193
LP002317,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,N,True,False,False,81000.0,0.0044444444444444444,5.8888779583328805,11.302216779257382,20250.0,30.0,0.00037037037037037035
LP002318,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,N,False,True,False,3867.0,0.016033100594776313,4.143134726391533,8.260492856573185,1933.5,5.166666666666667,0.0013360917162313593
LP002319,1,1,0,0,0,6256,0.0,160.0,360.0,1.0,Y,False,False,True,6256.0,0.02557544757033248,5.081404364984463,8.741456115998364,6256.0,13.333333333333334,0.002131287297527707
LP002328,1,1,0,1,0,6096,0.0,218.0,360.0,0.0,N,True,False,False,6096.0,0.035761154855643046,5.389071729816501,8.715552125907816,6096.0,18.166666666666668,0.002980096237970254
LP002332,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,Y,True,False,False,4286.0,0.025664955669622024,4.709530201312334,8.363342466597977,4286.0,9.166666666666666,0.002138746305801835
LP002335,0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,N,False,True,False,5386.0,0.03304864463423691,5.187385805840755,8.591743922680534,5386.0,14.833333333333334,0.0027540537195197426
LP002337,0,0,0,0,0,2995,0.0,60.0,360.0,1.0,Y,False,False,True,2995.0,0.02003338898163606,4.110873864173311,8.005033344637111,2995.0,5.0,0.001669449081803005
LP002341,0,0,1,0,0,2600,0.0,160.0,360.0,1.0,N,False,False,True,2600.0,0.06153846153846154,5.081404364984463,7.8636512654486515,1300.0,13.333333333333334,0.005128205128205128
LP002342,1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,N,False,False,True,21600.0,0.011064814814814816,5.480638923341991,9.980494888896912,7200.0,19.916666666666668,0.0009220679012345679
LP002345,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,Y,True,False,False,3798.0,0.02948920484465508,4.727387818712341,8.242493153187626,3798.0,9.333333333333334,0.0024574337370545903
LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,Y,False,True,False,4663.0,0.029594681535492173,4.9344739331306915,8.447628728030327,4663.0,11.5,0.0024662234612910145
LP002348,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,Y,True,False,False,5829.0,0.023674729799279464,4.9344739331306915,8.670772279344538,5829.0,11.5,0.001972894149939955
LP002357,0,0,0,1,0,2720,0.0,80.0,360.0,0.0,N,False,False,True,2720.0,0.029411764705882353,4.394449154672439,7.908754738783246,2720.0,6.666666666666667,0.0024509803921568627
LP002361,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,Y,False,False,True,3539.0,0.028256569652444195,4.61512051684126,8.17188200612782,3539.0,8.333333333333334,0.002354714137703683
LP002362,1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,N,False,False,True,8917.0,0.01233598743972188,4.709530201312334,9.095826985187422,4458.5,9.166666666666666,0.0010279989533101565
LP002364,1,1,0,0,0,14880,0.0,96.0,360.0,1.0,Y,False,True,False,14880.0,0.0064516129032258064,4.574710978503383,9.60784051043005,14880.0,8.0,0.0005376344086021505
LP002366,1,1,0,0,0,2666,4300.0,121.0,360.0,1.0,Y,True,False,False,6966.0,0.01737008326155613,4.804021044733257,8.848939995030118,6966.0,10.083333333333334,0.001447506938463011
LP002367,0,0,1,1,0,4606,0.0,81.0,360.0,1.0,N,True,False,False,4606.0,0.017585757707338254,4.406719247264253,8.435332164935916,2303.0,6.75,0.0014654798089448545
LP002368,1,1,2,0,0,5935,0.0,133.0,360.0,1.0,Y,False,True,False,5935.0,0.02240943555181129,4.897839799950911,8.688790784847216,1978.3333333333333,11.083333333333334,0.0018674529626509409
LP002369,1,1,0,0,0,2920,16.12000084,87.0,360.0,1.0,Y,True,False,False,2936.12000084,0.029630941506174818,4.477336814478207,7.9851847886683345,2936.12000084,7.25,0.002469245125514568
LP002370,1,0,0,1,0,2717,0.0,60.0,180.0,1.0,Y,False,False,True,2717.0,0.02208317997791682,4.110873864173311,7.907651594711089,2717.0,10.0,0.00368052999631947
LP002377,0,0,1,0,1,8624,0.0,150.0,360.0,1.0,Y,False,True,False,8624.0,0.017393320964749538,5.017279836814924,9.062420241899561,4312.0,12.5,0.001449443413729128
LP002379,1,0,0,0,0,6500,0.0,105.0,360.0,0.0,N,True,False,False,6500.0,0.016153846153846154,4.663439094112067,8.77971129020447,6500.0,8.75,0.001346153846153846
LP002386,1,0,0,0,0,12876,0.0,405.0,360.0,1.0,Y,False,True,False,12876.0,0.03145386766076421,6.0063531596017325,9.463198053273784,12876.0,33.75,0.0026211556383970176
LP002387,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,Y,False,True,False,4765.0,0.030010493179433367,4.969813299576001,8.469262657658687,4765.0,11.916666666666666,0.0025008744316194474
